,vin,stockNum,firstSeen,lastSeen,msrp,askPrice,mileage,isNew,color,interiorColor,brandName,modelName,dealerID,vf_ABS,vf_ActiveSafetySysNote,vf_AdaptiveCruiseControl,vf_AdaptiveDrivingBeam,vf_AdaptiveHeadlights,vf_AdditionalErrorText,vf_AirBagLocCurtain,vf_AirBagLocFront,vf_AirBagLocKnee,vf_AirBagLocSeatCushion,vf_AirBagLocSide,vf_AutoReverseSystem,vf_AutomaticPedestrianAlertingSound,vf_AxleConfiguration,vf_Axles,vf_BasePrice,vf_BatteryA,vf_BatteryA_to,vf_BatteryCells,vf_BatteryInfo,vf_BatteryKWh,vf_BatteryKWh_to,vf_BatteryModules,vf_BatteryPacks,vf_BatteryType,vf_BatteryV,vf_BatteryV_to,vf_BedLengthIN,vf_BedType,vf_BlindSpotMon,vf_BodyCabType,vf_BodyClass,vf_BrakeSystemDesc,vf_BrakeSystemType,vf_BusFloorConfigType,vf_BusLength,vf_BusType,vf_CAN_AACN,vf_CIB,vf_CashForClunkers,vf_ChargerLevel,vf_ChargerPowerKW,vf_CoolingType,vf_CurbWeightLB,vf_CustomMotorcycleType,vf_DaytimeRunningLight,vf_DestinationMarket,vf_DisplacementCC,vf_DisplacementCI,vf_DisplacementL,vf_Doors,vf_DriveType,vf_DriverAssist,vf_DynamicBrakeSupport,vf_EDR,vf_ESC,vf_EVDriveUnit,vf_ElectrificationLevel,vf_EngineConfiguration,vf_EngineCycles,vf_EngineCylinders,vf_EngineHP,vf_EngineHP_to,vf_EngineKW,vf_EngineManufacturer,vf_EngineModel,vf_EntertainmentSystem,vf_ForwardCollisionWarning,vf_FuelInjectionType,vf_FuelTypePrimary,vf_FuelTypeSecondary,vf_GCWR,vf_GCWR_to,vf_GVWR,vf_GVWR_to,vf_KeylessIgnition,vf_LaneDepartureWarning,vf_LaneKeepSystem,vf_LowerBeamHeadlampLightSource,vf_Make,vf_MakeID,vf_Manufacturer,vf_ManufacturerId,vf_Model,vf_ModelID,vf_ModelYear,vf_MotorcycleChassisType,vf_MotorcycleSuspensionType,vf_NCSABodyType,vf_NCSAMake,vf_NCSAMapExcApprovedBy,vf_NCSAMapExcApprovedOn,vf_NCSAMappingException,vf_NCSAModel,vf_NCSANote,vf_Note,vf_OtherBusInfo,vf_OtherEngineInfo,vf_OtherMotorcycleInfo,vf_OtherRestraintSystemInfo,vf_OtherTrailerInfo,vf_ParkAssist,vf_PedestrianAutomaticEmergencyBraking,vf_PlantCity,vf_PlantCompanyName,vf_PlantCountry,vf_PlantState,vf_PossibleValues,vf_Pretensioner,vf_RearCrossTrafficAlert,vf_RearVisibilitySystem,vf_SAEAutomationLevel,vf_SAEAutomationLevel_to,vf_SeatBeltsAll,vf_SeatRows,vf_Seats,vf_SemiautomaticHeadlampBeamSwitching,vf_Series,vf_Series2,vf_SteeringLocation,vf_SuggestedVIN,vf_TPMS,vf_TopSpeedMPH,vf_TrackWidth,vf_TractionControl,vf_TrailerBodyType,vf_TrailerLength,vf_TrailerType,vf_TransmissionSpeeds,vf_TransmissionStyle,vf_Trim,vf_Trim2,vf_Turbo,vf_VIN,vf_ValveTrainDesign,vf_VehicleType,vf_WheelBaseLong,vf_WheelBaseShort,vf_WheelBaseType,vf_WheelSizeFront,vf_WheelSizeRear,vf_Wheels,vf_Windows
1343907,f8c4e171714cacce3571ca27a6edc3608be63aa764e4a08c596561864dda8f76,P4646B,2019-03-20,2019-03-20,0,0,104679,False,Dark Gray,Ebony,CHEVROLET,HHR,22708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2200.0,134.25223700841,2.2,4.0,,,,,,,,In-Line,,4.0,170.0,,126.769,GM,L61,,,Multipoint Fuel Injection (MPFI),Gasoline,,,,Class 1D: 5001 - 6000 lb (2268 - 2722 kg),,,,,,CHEVROLET,467,GENERAL MOTORS LLC,984.0,HHR,4586.0,2008.0,Not Applicable,Not Applicable,,,,,,,,,,Aluminium DOHC MFI,,,,,,RAMOS ARIZPE,GMNA,MEXICO,,,,,,,,,,,,LT-1LT,,,,Direct,,,,Not Applicable,,Not Applicable,,Automatic,1/2 Ton,,,f8c4e171714cacce3571ca27a6edc3608be63aa764e4a08c596561864dda8f76,Dual Overhead Cam (DOHC),MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
3818809,64df352f5f2423b8a05c6535467638503cdb7c03a9033488fc65410d3bf886a5,,2018-08-29,2018-09-08,67555,63430,0,True,,,CHEVROLET,Silverado,372,Standard,,,Optional,,,All Rows,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),Standard,,,2.0,54595.0,,,,,,,,,,,,,,Standard,Crew/ Super Crew/ Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,Optional,,,,,,Not Applicable,Standard,,6200.0,378.34721338734,6.2,4.0,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,V-Shaped,,8.0,,,,,L87 - DI DFM ALUM GEN 5,,Optional,,Gasoline,,,,Class 2F: 7001 - 8000 lb (3175 - 3629 kg),,Standard,Optional,Optional,,CHEVROLET,467,GENERAL MOTORS LLC,984.0,Silverado,1850.0,2019.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,Optional,FORT WAYNE,,UNITED STATES (USA),INDIANA,,,,Standard,,,Manual,2.0,5.0,Standard,1500 High Country,,Left Hand Drive (LHD),,,,,Standard,Not Applicable,,Not Applicable,6.0,Automatic,,,,64df352f5f2423b8a05c6535467638503cdb7c03a9033488fc65410d3bf886a5,,TRUCK ,156.9,147.4,,20.0,20.0,4.0,
689588,5c77a879d2aa5b2aab4c6b5f87451f4ae979ddea6dbfcfdf689cee274f54b856,G2052B,2020-02-09,2020-02-22,0,0,327379,False,White,,DODGE,Ram,7629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pickup,,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,5700.0,347.83534133997,5.7,,4WD/4-Wheel Drive/4x4,,,,,,,V-Shaped,,8.0,,,,,,,,Multipoint Fuel Injection (MPFI),Gasoline,,,,Class 2E: 6001 - 7000 lb (2722 - 3175 kg),,,,,,DODGE,476,FCA US LLC,994.0,Ram,1938.0,2005.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,WARREN,Dodge City Assembly,UNITED STATES (USA),MICHIGAN,,,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,,,1500,,,5c77a879d2aa5b2aab4c6b5f87451f4ae979ddea6dbfcfdf689cee274f54b856,,TRUCK ,,,,,,,
5386460,b56fa13ea8fafabfbaf85205defd89c18c3ffe1e5c4050c6ee308e0e30c4c048,KC3744,2019-08-24,2019-12-20,0,0,27774,False,Twilight Black,Beige,HYUNDAI,Santa Fe,34806,,,,,,,1st & 2nd Rows,1st Row (Driver & Passenger),Driver Seat Only,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,Wagon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2400.0,146.45698582735,2.4,4.0,4x2,,,,,,,,,,,,,,GDI THETA II,,,Stoichiometric gasoline direct injection (SGDI),Gasoline,,,,Class 1C: 4001 - 5000 lb (1814 - 2268 kg),,,,,,HYUNDAI,498,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),1034.0,Santa Fe,2057.0,2016.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,Kia Motor Manufacturing Georgia,UNITED STATES (USA),GEORGIA,,,,,,,Manual,,,,Sport w/Popular Pkg / Sport w/Premium Pkg / Sport w/Tech Pkg / Sport 2.0T,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,b56fa13ea8fafabfbaf85205defd89c18c3ffe1e5c4050c6ee308e0e30c4c048,Dual Overhead Cam (DOHC),MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
1474142,998fdb37e9eb07e7ef43147d9366583cf1937f614c40d5720ab24620ff0c56a2,90242,2018-09-25,2019-02-12,34900,30352,0,True,Satin Steel Gray Metallic,Light Neutral/ebony Accents,BUICK,Envision,26384,Standard,,,,,,All Rows,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,1st & 2nd Rows,Standard,,,2.0,33500.0,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,Optional,,,,,,,Not Applicable,Standard,,2500.0,152.55936023683,2.5,4.0,FWD/Front Wheel Drive,,Standard,,Standard,,,In-Line,,4.0,,,,,LCV - Spark ignited Direct Injection Variable Valve Timing E85 MAX E0-E100 ALUM,,,,Gasoline,Ethanol (E85),,,Class 1D: 5001 - 6000 lb (2268 - 2722 kg),,Standard,,,,BUICK,468,GENERAL MOTORS LLC,984.0,Envision,11438.0,2019.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,DONG YUE,SAIC GM,CHINA,,,,,Standard,,,Manual,2.0,5.0,Standard,Preferred FWD,,Left Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,,,,,,998fdb37e9eb07e7ef43147d9366583cf1937f614c40d5720ab24620ff0c56a2,Dual Overhead Cam (DOHC),MULTIPURPOSE PASSENGER VEHICLE (MPV),,108.3,,18.0,18.0,4.0,
5518016,a612547cb0a738e800725667f7ad7f48486c7568420435b7bd2d400c26bc3d25,78618A,2018-09-07,2018-09-07,0,0,148660,False,,,TOYOTA,Camry,3980,,,,,,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),Driver Seat Only,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,Water,,Not Applicable,,,3456.0,213.58310433156,3.5,4.0,4x2,,,,,,,V-Shaped,,6.0,268.0,314.0,199.8476,Toyota,2GR-FE,,,Multipoint Fuel Injection (MPFI),Gasoline,,,,,,,,,,TOYOTA,448,TOYOTA MOTOR MANUFACTURING KENTUCKY INC.,1088.0,Camry,2469.0,2008.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,Toyota Motor Manufacturing Kentucky Inc,UNITED STATES (USA),KENTUCKY,,,,,,,Manual,,,,ACV40L/GSV40L/AHV40L,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,a612547cb0a738e800725667f7ad7f48486c7568420435b7bd2d400c26bc3d25,Dual Overhead Cam (DOHC),PASSENGER CAR,,,,,,,
3822644,4719551678509ea9ee6665e330dceb66cd9482178d06751def1674c90cbebaae,,2020-05-21,2020-05-28,28648,27989,0,False,,,CHEVROLET,Silverado,372,,,,,,,All Rows,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,Extra/Super/ Quad/Double/King/Extended,Pickup,,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,5300.0,323.42584370208,5.3,4.0,4WD/4-Wheel Drive/4x4,,,,,,,,,8.0,,,,GM,L83 - SIDI: Spark Ignited Direct Injection VVT: Variable Valve Timing AFM E85 MAX ALUM,,,,Gasoline,Ethanol (E85),,,Class 2F: 7001 - 8000 lb (3175 - 3629 kg),,,,,,CHEVROLET,467,GENERAL MOTORS LLC,984.0,Silverado,1850.0,2018.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,FORT WAYNE,GMNA,UNITED STATES (USA),INDIANA,,,,,,,Manual,,,,LT,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,4719551678509ea9ee6665e330dceb66cd9482178d06751def1674c90cbebaae,,TRUCK ,,,,,,,
1604475,0257270251c56e4520d4a72f69853f38644d9d53c246dc4671a5de790049328c,,2018-09-13,2018-11-12,219900,219900,0,False,,,FERRARI,458 Spider,37987,,,,,,,,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Convertible/Cabriolet,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,U.S. Puerto Rico Canada,4499.0,274.545824682,4.499,2.0,,,,,,,,,,,562.0,,419.0834,FERRARI,F136FB,,,,Gasoline,,,,,,,,,,FERRARI,603,FERRARI NORTH AMERICA INC.,1169.0,458 Spider,13855.0,2013.0,Not Applicable,Not Applicable,,,,,,,,,,,,3-point Safety Belts w / Pretensioner Load Limiter Advanced Front AB & Side AB w/o Passenger AB ON-OFF Switch.,,,,MARANELLO,,ITALY,EMILIA-ROMAGNA,,Yes,,,,,Manual,,,,,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,0257270251c56e4520d4a72f69853f38644d9d53c246dc4671a5de790049328c,,PASSENGER CAR,,,,,,,
5623695,fdd07e86adc0d9e4eb576c17d52a8939c56ab26df6d3bb1103953bf614196164,Z1056A,2018-07-31,2018-07-31,0,0,99351,False,Light Driftwood Metallic,Neutral,CHEVROLET,Malibu,14913,,,,,,,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,3100.0,189.17360669367,3.1,4.0,,,,,,,,V-Shaped,,6.0,,,,,LG8,,,Sequential Fuel Injection (SFI),,,,,,,,,,,CHEVROLET,467,GENERAL MOTORS LLC,984.0,Malibu,1834.0,2001.0,Not Applicable,Not Applicable,,,,,,,,Body Type: Sedan 4-6 Window Notchback (GM codes: 19 69),,Name Plate: Buick,,,,,,OKLAHOMA CITY,NA-GM Corp,UNITED STATES (USA),OKLAHOMA,,,,,,,Manual,,,,,,,,,,,,Not Applicable,,Not Applicable,,,,,,fdd07e86adc0d9e4eb576c17d52a8939c56ab26df6d3bb1103953bf614196164,,PASSENGER CAR,,,,,,,4.0
5051218,1405736ab00438c892ed736812974501f1f3e025611631de108956e98a7a2cfb,C33159,2019-09-05,2019-09-14,20880,20880,6,True,Black Sand Pearl,FB10,TOYOTA,Corolla,31378,Standard,,Standard,Standard,,,All Rows,1st Row (Driver & Passenger),Driver Seat Only,Passenger Seat Only,1st Row (Driver & Passenger),Standard,,,2.0,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,Standard,,,,,,Not Applicable,Standard,,1798.0,109.84273937051,1.8,4.0,4x2,,Standard,,Standard,,,In-Line,4.0,4.0,139.0,148.0,103.6523,Toyota,2ZR-FAE,,Standard,Sequential Fuel Injection (SFI),Gasoline,,,,,,,Standard,Standard,,TOYOTA,448,TOYOTA MOTOR NORTH AMERICA INC,962.0,Corolla,2208.0,2020.0,Not Applicable,Not Applicable,,,,,,,,,,PORT,,,,,Standard,TAKAOKA,Takaoka Plant Toyota Motor Corp.,JAPAN,,,,,Standard,,,Manual,2.0,5.0,Standard,ZRE212L,ZRE212L-AEXLPA,Left Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,,,LE,,,1405736ab00438c892ed736812974501f1f3e025611631de108956e98a7a2cfb,Dual Overhead Cam (DOHC),PASSENGER CAR,,,,,,4.0,
3322877,d9d88cef7351d9e8518b469e9e5fed714febcbc39242f3e03df98210089864d5,290326,2019-03-13,2019-03-18,26580,22641,0,True,Brilliant Silver,Charcoal,NISSAN,Rogue,22565,Standard,,,,,,1st & 2nd Rows,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,Wagon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2500.0,152.55936023683,2.5,4.0,4x2,,,,,,,,,,,,,,,,,,Gasoline,,,,Class 1C: 4001 - 5000 lb (1814 - 2268 kg),,,,,,NISSAN,478,NISSAN NORTH AMERICA INC,997.0,Rogue,1913.0,2019.0,Not Applicable,Not Applicable,,,,,,,,,,,,Driver and Passenger Frontal Air Bags 3-Point Manual Belts Side Air Bags and Curtain Side Air Bags.  2nd row outboard 3-Point Manual Belts and Curtain Side Air Bags 2nd row center 3-Point Manual Belts,,,,SMYRNA ,Nissan North America Inc.,UNITED STATES (USA),TENNESSEE,,,,,,,Manual,,,,Crossover,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,d9d88cef7351d9e8518b469e9e5fed714febcbc39242f3e03df98210089864d5,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
1236302,3617588fa84443db56b9632db806be8e391813860941ad2f86c58c759c138f61,,2019-10-30,2019-10-30,34415,31662,0,True,,,CHEVROLET,Colorado,17687,,,,,,,All Rows,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,Crew/ Super Crew/ Crew Max,Pickup,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,3600.0,219.68547874103,3.6,4.0,4WD/4-Wheel Drive/4x4,,,,,,,V-Shaped,,6.0,,,,,LG2 - DI: Direct Injection VVT: Variable Valve Timing ALUM VAR2 GEN2,,,,Gasoline,,,,Class 1D: 5001 - 6000 lb (2268 - 2722 kg),,,,,,CHEVROLET,467,GENERAL MOTORS LLC,984.0,Colorado,4086.0,2020.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,WENTZVILLE,GMNA,UNITED STATES (USA),MISSOURI,,,,,,,Manual,,,,Work Truck 4WD,,,,,,,,Not Applicable,,Not Applicable,,,,,,3617588fa84443db56b9632db806be8e391813860941ad2f86c58c759c138f61,Dual Overhead Cam (DOHC),TRUCK ,,,,,,,
1926653,dcbe6b99d8e39613f4be157f54ccd22fc2c89299f2fe9442e58655e72a59de9a,318317,2019-04-25,2019-04-26,43638,43638,0,True,Abyss Blue Pearl,Ivory,SUBARU,Ascent,15848,Standard,Pre-Collision Throttle Management: Standard; Eyesight Assist /monitor: Standard; Rear Cross Traffic Alert: Standard; Reverse Automatic Braking: Standard; 180-degree front-view camera: Standard; LED Steering Responsive Headlights (SRH): Standard,Standard,Standard,,,1st & 2nd & 3rd Rows,1st Row (Driver & Passenger),Driver Seat Only,Driver Seat Only,1st Row (Driver & Passenger),Standard,,,2.0,38995.0,,,,,,,,,,,,,,Standard,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,2400.0,146.45698582735,2.4,,AWD/All Wheel Drive,,Standard,Standard,Standard,,,,,4.0,260.0,,193.882,,,,Standard,,Gasoline,,,,Class 1D: 5001 - 6000 lb (2268 - 2722 kg),,Standard,Standard,Standard,,SUBARU,523,FUJI HEAVY INDUSTRIES U.S.A. INC. (C/O SUBARU OF AMERICA),1075.0,Ascent,24836.0,2019.0,Not Applicable,Not Applicable,,,,,,,,ES : EyeSight KA : Keyless Access M/R : Moonroof  NAVI : Navigation H/K : Harman Kardon,,,,Front seat-mounted side air bag on seat backs,,,,LAFAYETTE,SIA,UNITED STATES (USA),INDIANA,,,,Standard,,,Manual,3.0,7.0,Standard,,,Left Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,,Continuously Variable Transmission (CVT),Limited 7+ES+KA+M/R+NAVI+H/K,,Yes,dcbe6b99d8e39613f4be157f54ccd22fc2c89299f2fe9442e58655e72a59de9a,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,113.8,,20.0,20.0,4.0,
1216674,67d4e7ce18c59faa64076329dd92cb1b63e7698d049bf19eabb93989191d4900,,2019-08-13,2019-08-16,0,0,0,False,,,GMC,Acadia,3187,,,,,,,,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,3600.0,219.68547874103,3.6,4.0,AWD/All Wheel Drive,,,,,,,V-Shaped,,6.0,,,,GM,LLT,,,Stoichiometric gasoline direct injection (SGDI),Gasoline,,,,Class 2E: 6001 - 7000 lb (2722 - 3175 kg),,,,,,GMC,472,GENERAL MOTORS LLC,984.0,Acadia,1855.0,2013.0,Not Applicable,Not Applicable,,,,,,,,,,,,Front Inboard Seat Side Airbag - Roof Side Airbag (all rows),,,,LANSING - DELTA TOWNSHIP,GMNA,UNITED STATES (USA),MICHIGAN,,,,,,,Manual,,,,Denali,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,67d4e7ce18c59faa64076329dd92cb1b63e7698d049bf19eabb93989191d4900,Dual Overhead Cam (DOHC),MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
1520325,396defe5b50173bb12530f7f8e76dedb76a17476c59acf93f3a4989743555717,P1230,2019-11-05,2020-01-02,31900,28900,31798,False,Oxford White,Medium Earth Gray,FORD,F-150,22380,Standard,,,,,,,1st Row (Driver & Passenger),,,1st & 2nd Rows,Standard,,,2.0,33650.0,,,,,,,,,,,,,,,Crew/ Super Crew/ Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,,,,,,,Not Applicable,Standard,,5000.0,305.11872047366,5.0,,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,V-Shaped,,8.0,386.0,,287.8402,Ford,5.0L-4V,,,,Gasoline,,,,Class 2E: 6001 - 7000 lb (2722 - 3175 kg),,,,,,FORD,460,FORD MOTOR COMPANY USA,976.0,F-150,1801.0,2017.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,KANSAS CITY,Kansas City,UNITED STATES (USA),MISSOURI,,,,Standard,,,Manual,,,Standard,,,Left Hand Drive (LHD),,Direct,110.0,,Standard,Not Applicable,,Not Applicable,,,SuperCrew,,,396defe5b50173bb12530f7f8e76dedb76a17476c59acf93f3a4989743555717,,TRUCK ,,,,,,4.0,
5527918,bc56ada6f4a9c1f40865eb1d83f7086404fe33c6a2fc77f499ea94eb0ec07733,A2168,2019-01-31,2019-04-08,21398,19109,26168,False,Diamond Black Crystal Pearlcoat,black,JEEP,Compass,3980,Standard,ParkSense Rear Park Assist: Optional; Electronic Roll Mitigation: Standard; Engine Immobilizer: Standard; Front Passenger Seat Belt Alert: Standard: Hill Start Assist: Standard; Latch Ready Child Seat Anchor System: Standard; Panic Alarm; Standard; Rain Brake Support: Standard; Remote-Start System: Optional,,,,,,1st Row (Driver & Passenger),,,All Rows,,,,2.0,28795.0,,,,,,,,,,,,,,Optional,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,,Optional,,,,,,Not Applicable,Standard,,2400.0,146.45698582735,2.4,4.0,4WD/4-Wheel Drive/4x4,,Optional,,Standard,,,In-Line,,4.0,180.0,,134.226,FCA,,,Optional,,Gasoline,,,,Class 1C: 4001 - 5000 lb (1814 - 2268 kg),,,Optional,Optional,,JEEP,483,CHRYSLER DE MEXICO TOLUCA,1002.0,Compass,1946.0,2018.0,Not Applicable,Not Applicable,,,,,,,,,,,,Active Seat Belt,,,,TOLUCA,Toluca Assembly,MEXICO,STATE OF MEXICO,,,,Standard,,,Manual,,5.0,Optional,,,Left Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,9.0,Automatic,Limited,,No,bc56ada6f4a9c1f40865eb1d83f7086404fe33c6a2fc77f499ea94eb0ec07733,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,103.8,,18.0,18.0,4.0,
478552,347da94117459b61ab5647ec9af17a5997faa81f7b63ddb76163c186cbdd95b2,PP39533,2019-10-17,2019-11-30,21948,21712,0,False,Diamond Black Crystal Pearlcoat,Black,JEEP,Cherokee,22349,Standard,,,,,,,1st Row (Driver & Passenger),,,All Rows,Standard,,,2.0,27395.0,,,,,,,,,,,,,,Optional,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,Standard,,2400.0,146.45698582735,2.4,4.0,4x2,,Standard,,Standard,,,In-Line,,4.0,184.0,,137.2088,FCA,,,,,Gasoline,,,,Class 1D: 5001 - 6000 lb (2268 - 2722 kg),,Optional,,,,JEEP,483,FCA US LLC,994.0,Cherokee,1945.0,2019.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,BELVIDERE,BELVIDERE ASSEMBLY,UNITED STATES (USA),ILLINOIS,,,,Standard,,,Manual,2.0,5.0,Standard,Latitude Plus,,Left Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,,,KL,,,347da94117459b61ab5647ec9af17a5997faa81f7b63ddb76163c186cbdd95b2,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,106.5,,17.0,17.0,4.0,
1062589,f382661db768369afedd954917ab449f225cf4b9a8129cf4894fe999ef334382,,2018-09-20,2018-09-23,22861,22861,0,False,,,CHEVROLET,Malibu,13484,Standard,,,,,,All Rows,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,1st & 2nd Rows,Standard,,,2.0,23320.0,,,,,,,,,,,,,Not Applicable,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,Standard,,,,,,,Not Applicable,Standard,,1500.0,91.53561614209,1.5,4.0,FWD/Front Wheel Drive,,Standard,,Standard,,,In-Line,,4.0,,,,GMNA,LFV - Direct Injection Variable Valve Timing GEN 1,,,,Gasoline,,,,,,Standard,,,,CHEVROLET,467,GENERAL MOTORS LLC,984.0,Malibu,1834.0,2018.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,FAIRFAX,GMNA,UNITED STATES (USA),KANSAS,,,,Standard,,,Manual,2.0,5.0,Standard,LS (1LS),,Left Hand Drive (LHD),,Direct,130.0,,Standard,Not Applicable,,Not Applicable,6.0,Automatic,,,Yes,f382661db768369afedd954917ab449f225cf4b9a8129cf4894fe999ef334382,Dual Overhead Cam (DOHC),PASSENGER CAR,,111.4,,16.0,16.0,4.0,4.0
5095240,836fcbd7b4f344e7b6c62821b337b752f6f86d749b3dfe173db76e30e24d0c00,1992298,2019-02-06,2019-03-16,37705,33378,0,True,White Plt Metallic,,FORD,Escape,16857,Standard,,Optional,Optional,,,,1st Row (Driver & Passenger),Driver Seat Only,,1st & 2nd Rows,Standard,,,2.0,34120.0,,,,,,,,,,,,,,Optional,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,Standard,,,,,,,Not Applicable,Standard,,2000.0,122.04748818946,2.0,4.0,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,In-Line,,4.0,240.0,,178.968,Ford,,,Optional,,Gasoline,,,,Class 1C: 4001 - 5000 lb (1814 - 2268 kg),,Standard,Optional,Optional,,FORD,460,FORD MOTOR COMPANY USA,976.0,Escape,1798.0,2019.0,Not Applicable,Not Applicable,,,,,,,,,, Premium Fuel,,,,Standard,Optional,LOUISVILLE,Louisville Assembly ,UNITED STATES (USA),KENTUCKY,,,,Standard,,,Manual,2.0,5.0,Standard,Titanium,,Left Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,,,,,,836fcbd7b4f344e7b6c62821b337b752f6f86d749b3dfe173db76e30e24d0c00,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,105.9,,19.0,19.0,4.0,
